,Source,Month,Brand,Model,ENERGY LABEL EU,NOFROST SYSTEM,NET LTRS.,Quantity,PriceUSD,Elasticity,cluster_kmean_nd_9,cluster_kmean_t_sne,cluster_ier_centr_cos_7,cluster_ier_t_sne
0,Traditional Sales,2018-01-01,INDESIT,TIAA 14,3,0,245,782.6666666666666,231.12113986766664,-11.815988164088374,7,7,1,5
1,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 9121 OX,3,1,349,382.47499999999997,501.6335889071667,-0.31287252176737357,5,7,1,5
2,Traditional Sales,2018-01-01,LG,GA-B429SECZ,4,1,302,573.2125315235834,522.0338181716667,2.804368738538304,5,7,6,5
3,Traditional Sales,2018-01-01,SAMSUNG,RB37J5000SA/UA,3,1,367,857.76859712475,609.7105148295833,-0.5048158728858398,5,7,1,5
4,Traditional Sales,2018-01-01,SAMSUNG,RB37J5000EF/UA,3,1,367,441.4951668695833,610.1656903129167,0.45547181215691257,5,7,1,5
5,Traditional Sales,2018-01-01,INDESIT,LI7 S1 W,3,0,307,538.3333333333334,309.7459924131667,-4.170003331004921,7,7,1,5
6,Traditional Sales,2018-01-01,BOSCH,KGN39VL306,4,1,366,558.7843384392501,562.9435876571666,0.033115401766474095,5,7,1,5
7,Traditional Sales,2018-01-01,SAMSUNG,RB33J3000SA,3,1,328,532.8208333333333,536.6065962111667,-2.767178115447213,5,7,1,5
8,Traditional Sales,2018-01-01,LG,GA-B429SEQZ,4,1,302,581.8521909755833,543.34045198,-1.4231142022100745,5,7,1,5
9,Traditional Sales,2018-01-01,ELENBERG,MRF-145,3,0,130,202.91674242424997,150.96294326408335,-0.3749226769859364,9,2,7,2
10,Traditional Sales,2018-01-01,INDESIT,LI6 S1 W,3,0,271,280.1666666666667,285.6512679568333,-1.906452131335739,7,2,1,3
11,Traditional Sales,2018-01-01,DELFA,BCD-138,3,0,138,241.74277777783337,155.73858683433332,3.7727022787142253,6,2,6,2
12,Traditional Sales,2018-01-01,SAMSUNG,RB37J5220SA,3,1,367,297.6666666666667,637.9625131348333,-0.7487854432913696,5,7,1,5
13,Traditional Sales,2018-01-01,LG,GA-B 389 SMQZ,4,1,261,218.17447632908332,492.71790913391675,0.8253590044418173,6,7,6,5
15,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 8121 W,3,1,316,207.99305555558337,453.44149096558334,-0.25111066880849087,3,7,1,5
16,Traditional Sales,2018-01-01,LG,GA-B429SMQZ,4,1,302,309.7383020866667,550.39704318475,1.8832138942017838,6,7,6,5
17,Traditional Sales,2018-01-01,ATLANT,XM-6025 100,3,0,384,224.42739231583334,376.44390370841666,2.6353963755333205,6,7,6,5
18,Traditional Sales,2018-01-01,ELENBERG,MRF-220,3,0,205,217.5,163.81146188258333,3.8579162225405113,6,2,6,3
19,Traditional Sales,2018-01-01,LG,GA-B429SMCZ,4,1,302,261.8170424575,521.2896966620833,-1.165967761956626,2,7,1,5
20,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 8121 OX,3,1,319,54.525,477.79778755983335,-0.37790387863241603,3,5,3,7
21,Traditional Sales,2018-01-01,SAMSUNG,RB30J3000SA,3,1,311,58.58888888891667,460.80644300750004,2.8765037537221874,6,5,6,7
22,Traditional Sales,2018-01-01,INDESIT,DF 4181 X,3,1,298,312.9166666666667,413.12239847225004,0.586153659022479,6,7,1,5
23,Traditional Sales,2018-01-01,ATLANT,MXM-2835-95,3,0,272,260.9877758455,261.4478227484166,3.485003917770562,6,2,6,3
24,Traditional Sales,2018-01-01,SAMSUNG,RB29FSRNDSA/UA,3,1,290,207.49726973025,474.2484899515833,1.415130542139773,6,7,6,5
25,Traditional Sales,2018-01-01,INDESIT,LI9 S1Q X,3,0,369,298.1666666666667,391.45997442491665,-2.384390316953927,7,7,1,5
26,Traditional Sales,2018-01-01,ATLANT,XM-6325-101,3,0,349,142.55833333333334,380.0713891203334,0.9634379006629974,6,4,6,1
27,Traditional Sales,2018-01-01,INDESIT,LI8 S1 X,3,0,303,121.58333333333333,343.81962579291667,-0.13785868344564117,4,4,7,1
28,Traditional Sales,2018-01-01,BEKO,RCSK335M20W,3,0,331,118.0,310.78898767925,-0.5363677702014595,4,4,7,1
29,Traditional Sales,2018-01-01,DELFA,DBFH-170,3,0,240,169.25444444441666,223.67765435191666,-1.5515484258637668,9,2,7,3
30,Traditional Sales,2018-01-01,INDESIT,LI9 S1Q W,3,0,369,238.41666666666666,354.2155186039167,-0.20888020288065579,4,7,7,5
31,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 9121 W,3,1,349,166.82083333333333,476.7400781828333,0.6910267268441357,3,7,6,5
32,Traditional Sales,2018-01-01,ELENBERG,MRF-221-O,3,0,205,111.02870013291668,166.29778484866665,-1.0070249881604556,9,2,7,3
33,Traditional Sales,2018-01-01,SAMSUNG,RB37J5340SL,3,1,367,150.5,678.5833395240834,-0.5252926944736266,3,7,1,5
34,Traditional Sales,2018-01-01,BOSCH,KGN39VW306,4,1,366,242.72479698075003,573.7816890836666,-1.7505116449253706,2,7,1,5
35,Traditional Sales,2018-01-01,DELFA,DMF-83,3,0,90,297.3958333333333,121.70921697624999,-2.6701983056580243,7,2,7,2
36,Traditional Sales,2018-01-01,BEKO,RCNK310E20S,3,1,276,70.345,364.54349756709996,0.5634876055473156,3,3,3,9
37,Traditional Sales,2018-01-01,ZANUSSI,ZRB36102WA,3,0,332,85.96666666666665,309.8789383455833,-0.40274163635013066,4,4,7,1
38,Traditional Sales,2018-01-01,DELFA,DTFH-140,3,0,212,293.49944444441667,172.473680676,0.01870640557887926,6,2,7,3
39,Traditional Sales,2018-01-01,ELENBERG,MRF-206,3,0,194,141.58333333333334,202.50755465199998,-0.99255243445082,9,2,7,3
40,Traditional Sales,2018-01-01,SAMSUNG,RB33J3000EF/UA,3,1,328,130.5,526.1154609782501,-0.7767959647093037,3,7,1,5
41,Traditional Sales,2018-01-01,SAMSUNG,RB 37 J 5220 EF,3,1,367,211.33333333333334,633.3209030640834,-1.3132080318634238,3,7,1,5
42,Traditional Sales,2018-01-01,INDESIT,LI8 S1 W,3,0,339,105.5,342.62860433508337,-0.05350201207811878,4,4,7,1
43,Traditional Sales,2018-01-01,ATLANT,XM 4012-100,3,0,320,149.8300760345,305.3660989895834,1.2791370710758343,6,4,6,1
44,Traditional Sales,2018-01-01,ATLANT,XM 4023-100,3,0,340,123.3,322.1692878631667,-0.9821016049470582,4,4,7,1
45,Traditional Sales,2018-01-01,SAMSUNG,RB29FSRNDSA,3,1,290,57.95,480.6392535199,2.7391632281851903,6,5,6,7
46,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF9151OX,3,1,346,46.66674242425,551.3627042953334,0.3788871962845768,3,5,3,7
47,Traditional Sales,2018-01-01,ATLANT,XM 4712-100,3,0,288,146.41666666666666,306.62310401891665,1.8778823331192391,6,4,6,1
48,Traditional Sales,2018-01-01,INDESIT,NBS 18 AA,3,0,318,50.024404761916664,281.775702669,-1.1981668609399985,4,4,7,1
49,Traditional Sales,2018-01-01,BEKO,RDSA240K20S,3,0,223,102.25,242.70386492716668,0.37813643103095224,9,2,7,3
50,Traditional Sales,2018-01-01,SAMSUNG,RB31FSRNDSA/UA,3,1,310,148.0199032628333,533.3036732458332,2.0314139506140068,6,7,6,5
51,Traditional Sales,2018-01-01,ZANUSSI,ZRT23100WA,3,0,223,88.6875,232.32717913558335,0.6692048886809995,9,2,7,3
52,Traditional Sales,2018-01-01,INDESIT,LI8 FF2 W,4,1,301,92.0,394.31349415641665,0.9881663609486138,2,3,4,9
53,Traditional Sales,2018-01-01,ATLANT,MXM-2808-95,3,0,255,208.15277777775,256.7863247328333,5.517988612534032,6,2,6,3
54,Traditional Sales,2018-01-01,SAMSUNG,RB31FSRNDEF,3,1,310,159.11610012183337,522.8224479055833,1.3806842594204525,6,7,6,5
55,Traditional Sales,2018-01-01,VESTFROST,CNF 186 ZW,3,1,324,193.33333333333334,375.66921534425,-2.1751834925455062,3,4,1,9
56,Traditional Sales,2018-01-01,INDESIT,LR6 S1 W,3,0,271,102.66190476191666,289.0129074678333,-0.6385844050398424,4,4,7,1
57,Traditional Sales,2018-01-01,LG,GA-B499YLUZ,4,1,360,246.55365462300003,609.4541500214167,-4.422547135956992,7,7,1,5
58,Traditional Sales,2018-01-01,LG,GA-B429SQCZ,4,1,302,123.91676878641665,522.9391242115832,2.056105790671241,6,7,4,5
59,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF9152W,4,1,346,103.66666666666667,518.5753678073334,0.38380467884216596,2,7,4,5
60,Traditional Sales,2018-01-01,SNAIGE,RF 35 SM-S10021,3,0,310,124.42339724150001,328.90415776158335,-0.21377021381129424,4,4,7,1
61,Traditional Sales,2018-01-01,CANDY,CCBS 6182W,3,0,300,31.631999999999998,290.44351983969995,-1.020820808379544,4,3,7,9
62,Traditional Sales,2018-01-01,CANDY,CCTOS 502 WH,3,0,97,174.6583333333333,156.4491824365,-2.74244263548779,7,2,7,2
63,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 9432 K,4,1,349,94.75,568.0531598206667,0.2797122854258657,2,7,4,5
64,Traditional Sales,2018-01-01,SNAIGE,RF36SM-S10021,3,0,321,83.00691204633334,315.99265512908335,0.6709616628557225,4,4,7,1
65,Traditional Sales,2018-01-01,INDESIT,NTS 14 AA,3,0,245,119.46582736825,222.06598296375,-0.9286923623979244,4,2,7,3
66,Traditional Sales,2018-01-01,ELENBERG,MRF 207-O,3,0,197,105.26652053366668,203.45966220741664,0.19548141879526837,9,2,7,3
67,Traditional Sales,2018-01-01,ZANUSSI,ZRT23102WA,3,0,223,39.054545454545455,236.28747592318177,0.5240513266885543,9,4,7,3
68,Traditional Sales,2018-01-01,LG,GN-H702HEHZ,4,1,506,76.23567282691667,768.098690544,-0.3010675291662359,2,6,4,4
69,Traditional Sales,2018-01-01,ATLANT,MXM 2826-95,3,0,293,43.23761111108334,269.07117551983333,-2.345111123027075,4,4,7,1
70,Traditional Sales,2018-01-01,SAMSUNG,RT46K6340S8/UA,3,1,453,90.83333333333333,761.5433146324166,-0.5169884918278731,8,6,2,4
71,Traditional Sales,2018-01-01,ELENBERG,MR 51-O,3,0,47,116.79466971908334,93.19137648066668,0.907586132661982,9,2,7,2
72,Traditional Sales,2018-01-01,ATLANT,XM 4725-101,3,0,349,106.99166666666666,341.0948344555,0.05058897229864168,4,4,7,1
73,Traditional Sales,2018-01-01,VESTFROST,CMR 085 W,3,0,88,128.61111111108332,142.77522263725,3.5171507844500263,6,2,7,2
74,Traditional Sales,2018-01-01,VESTFROST,RF 383 EX,3,1,360,41.0,441.9026432412999,0.4210101625255296,3,3,3,10
75,Traditional Sales,2018-01-01,BOSCH,KGN49XL30G,4,1,435,64.08333333333333,805.3530399970833,0.4627849457580789,2,6,4,4
76,Traditional Sales,2018-01-01,INDESIT,LI80 FF2 W,4,1,301,20.583333333333332,410.57358261400003,-0.5030894768649097,2,8,4,8
77,Traditional Sales,2018-01-01,SAMSUNG,RT46K6340EF/UA,3,1,468,97.66482128033333,751.1688106283333,-0.5955457751914278,8,6,2,4
78,Traditional Sales,2018-01-01,ATLANT,XM-6021-100,3,0,321,55.0389646465,346.71617777483334,-0.44732542319448365,4,3,7,9
79,Traditional Sales,2018-01-01,SNAIGE,FR240-1101AA,3,0,212,70.567590368,231.44504840341665,0.8550180420271287,9,2,7,3
80,Traditional Sales,2018-01-01,GORENJE,RK6191BW,3,0,324,53.166666666666664,365.62639068058337,0.4680743415105484,4,3,7,9
81,Traditional Sales,2018-01-01,ELENBERG,MRF 146-O,3,0,163,118.37908818883334,153.40187085150004,1.1144203426504515,9,2,7,3
82,Traditional Sales,2018-01-01,WHIRLPOOL,BLF 9121 OX,3,0,369,77.31218983791666,395.44829541075,-0.352736674408605,4,3,7,10
83,Traditional Sales,2018-01-01,CANDY,CCDS 5142W,3,0,204,76.02813031408333,210.42170861083332,0.49480515696675204,9,2,7,3
84,Traditional Sales,2018-01-01,BOSCH,KGN36VL306,4,1,324,111.86250000000001,514.6427213776668,0.05577906132876537,2,7,4,5
85,Traditional Sales,2018-01-01,ATLANT,XM 6023-100,3,0,359,122.86033455383334,353.68751442716666,1.0118106485922533,4,4,6,1
86,Traditional Sales,2018-01-01,SNAIGE,RF34SM-S10021,2,0,302,89.1027002165,313.70028573133334,-1.138109592298648,1,4,7,1
87,Traditional Sales,2018-01-01,SAMSUNG,RT53K6330SL/UA,3,1,528,101.11083333333333,830.6726264774167,-0.6821742319407975,8,6,2,4
88,Traditional Sales,2018-01-01,SIEMENS,KG39NXW306,4,1,366,57.072296980750004,640.5602428024167,-0.1892488290831249,2,1,4,6
89,Traditional Sales,2018-01-01,ATLANT,XM 6026-100,3,0,393,82.24387373741668,386.26862982566666,-0.053043878758364416,4,3,7,10
90,Traditional Sales,2018-01-01,INDESIT,DS 3161 W,3,0,269,99.62600937883332,282.38505102558327,1.2953602156718271,6,4,7,1
91,Traditional Sales,2018-01-01,INDESIT,DF 5181 E,3,1,298,17.458333333333332,444.37831014541666,-0.19268759162048754,3,8,3,8
92,Traditional Sales,2018-01-01,ELENBERG,MR 50,3,0,50,72.77499999999999,90.80941096750001,0.07898479404673808,9,2,7,2
93,Traditional Sales,2018-01-01,BOSCH,KGN39XI306,4,1,366,135.8,664.0790093939167,-0.8210225471947146,2,7,4,5
94,Traditional Sales,2018-01-01,LG,GC-B247JMUV,3,1,613,99.26139423075,1029.405655229,-0.43791062924009305,8,6,2,4
95,Traditional Sales,2018-01-01,LG,GA-B 499 YECZ,4,1,360,44.141057609,606.4233328806665,-0.38990168765346045,2,1,4,6
96,Traditional Sales,2018-01-01,GORENJE,RK6191AW,3,0,326,48.54174242425,359.76365333508335,-0.27790887507207174,4,3,7,9
97,Traditional Sales,2018-01-01,LG,GW-B499SEFZ,4,1,339,53.84815157058333,685.3067287787499,-0.08390127065440323,2,1,4,6
98,Traditional Sales,2018-01-01,INDESIT,LI8 FF2 X,4,1,301,28.5,410.09524515974994,-0.08535668471068512,2,8,4,8
99,Traditional Sales,2018-01-01,ELENBERG,MR 84,3,0,85,106.83333333333333,115.49562057316668,-5.071539095058983,7,2,7,2
100,Traditional Sales,2018-01-01,LG,GA-B499YYUZ,4,1,360,71.38052430891666,604.2907484042499,-0.7864537992494274,2,1,4,6
101,Traditional Sales,2018-01-01,SAMSUNG,RT53K6330EF/UA,3,1,528,54.168499583999996,842.0340956968334,-0.25326562665302166,8,6,2,4
102,Traditional Sales,2018-01-01,LG,GC-B247SEUV,3,1,626,100.83340909091667,1031.0573693315835,-0.37701097477040235,8,6,2,4
103,Traditional Sales,2018-01-01,SAMSUNG,RS57K4000SA/EF,3,1,569,56.666666666666664,1002.4931488161666,0.39675395682761977,8,6,2,4
104,Traditional Sales,2018-01-01,GORENJE,RK 6191 EW,3,0,321,48.42368970266666,353.35774631916667,1.137789072826617,4,3,6,9
105,Traditional Sales,2018-01-01,INDESIT,LI 8FF2S,4,1,305,41.083333333333336,426.4481386831667,0.06733082373521868,2,8,4,8
106,Traditional Sales,2018-01-01,WHIRLPOOL,BLF 9121 W,3,0,369,42.917556332416666,378.4388605879167,-0.4830231546289918,4,3,7,10
107,Traditional Sales,2018-01-01,LG,GW-B499SQFZ,4,1,339,68.0225,665.7099577751666,0.257027243661497,2,1,4,6
108,Traditional Sales,2018-01-01,SIEMENS,KG39NVL306,4,1,366,202.16681818183335,602.79404655875,-1.967937262438774,2,7,1,5
109,Traditional Sales,2018-01-01,SAMSUNG,RB37J5000WW/UA,3,1,367,76.01892377066666,602.3921946362499,-0.35305301368950603,3,1,1,6
110,Traditional Sales,2018-01-01,LG,GW-B499SMFZ,4,1,339,54.3525747585,687.5995530366666,-0.11997040361265698,2,1,4,6
111,Traditional Sales,2018-01-01,ATLANT,XM-4025-100,3,0,368,66.44701848083334,338.98706139924997,-0.014281378771233255,4,3,7,9
112,Traditional Sales,2018-01-01,DELFA,SBS-482S,3,1,527,43.416666666666664,547.1488527056666,-0.35154823925114065,8,5,2,7
113,Traditional Sales,2018-01-01,ATLANT,XM 6323-100,3,0,342,63.0,360.4232704631667,1.9520641372201624,6,3,6,9
114,Traditional Sales,2018-01-01,LIEBHERR,CU 3311,4,0,294,54.09166666666667,365.1619893535,0.26746368346495586,4,3,5,9
115,Traditional Sales,2018-01-01,INDESIT,NBS 20 AA,3,0,341,28.96526785716667,310.89360796600005,-0.6978470930975498,4,3,7,9
116,Traditional Sales,2018-01-01,WHIRLPOOL,BLF 8121 W,3,0,339,71.78777841566666,357.52214947216675,0.1990153355643418,4,3,7,9
117,Traditional Sales,2018-01-01,SNAIGE,FR275-1101AA,3,0,258,51.7492325275,254.88701982766668,-0.0658649311114046,4,4,7,1
118,Traditional Sales,2018-01-01,ATLANT,MXM-2819 90/91/95/97,2,0,310,68.08333333333333,277.90732369358335,0.17437512350657566,1,4,7,1
119,Traditional Sales,2018-01-01,INDESIT,LI7 S1 X,3,0,307,78.5,318.31674556075,0.27981831482742325,4,4,7,1
120,Traditional Sales,2018-01-01,DELFA,DTF-140,3,0,210,106.92500000000001,160.8718534275,1.825471093166233,6,2,7,3
121,Traditional Sales,2018-01-01,INDESIT,TIA 16,2,0,296,60.166666666666664,283.7556625496666,0.842467531346059,1,4,7,1
122,Traditional Sales,2018-01-01,SNAIGE,RF35SM-S1RA21,3,0,310,25.82023809525,344.2920036175833,-0.32456915006309334,4,3,7,10
123,Traditional Sales,2018-01-01,LG,GN-H702HMHZ,4,1,507,75.06446669991666,768.17679338375,-0.22790004095156413,2,6,4,4
124,Traditional Sales,2018-01-01,ATLANT,XM 4021-100,3,0,326,30.856061685416666,299.1740552928333,0.49460348951090405,4,3,7,9
125,Traditional Sales,2018-01-01,SNAIGE,RF360-1801AA,3,0,321,25.080075757583334,290.2691701683333,-0.466544603505227,4,3,7,9
126,Traditional Sales,2018-01-01,ZANUSSI,ZRT27101WA,3,0,265,45.416666666666664,268.6046136383333,1.0751486787763411,4,4,7,1
127,Traditional Sales,2018-01-01,SAMSUNG,RB33J3320EF,3,1,328,51.85833333333333,574.7363180628332,0.028577161324224498,3,5,3,7
128,Traditional Sales,2018-01-01,ERGO,MR-130,3,0,138,71.16795823508333,161.9442071773333,2.2006023088594944,6,2,7,2
129,Traditional Sales,2018-01-01,VESTFROST,RF 373 EX,3,1,324,13.666666666666666,422.8719892665556,0.2910935431213335,3,8,3,8
130,Traditional Sales,2018-01-01,SHARP,SJT1227 M4WEU,3,0,227,20.50335227275,212.215356721,-0.2429823609112005,9,4,7,3
131,Traditional Sales,2018-01-01,INDESIT,LI8 FF2 K,4,1,301,16.545454545454547,427.9697482177273,-0.12692176922110207,2,8,4,8
132,Traditional Sales,2018-01-01,WHIRLPOOL,BLF 8121 OX,3,0,339,45.12422580183334,385.9330073179999,0.022456649667555353,4,3,7,10
133,Traditional Sales,2018-01-01,BEKO,RCSU8270K20W,3,0,262,30.897297979833336,272.51443128933334,-0.2951962616794592,4,4,7,1
134,Traditional Sales,2018-01-01,SAMSUNG,RB33J3305SS/UA,4,1,328,25.77777777777778,578.2805920835556,0.5582778048428334,2,5,4,7
135,Traditional Sales,2018-01-01,INDESIT,DS 3181 S (UA),3,0,310,101.52439344283333,319.42843298400004,0.8920023322651239,4,4,7,1
136,Traditional Sales,2018-01-01,SNAIGE,RF31SM-S10021,3,0,279,45.175770201999995,296.6984817715001,-0.3913395352308678,4,4,7,1
137,Traditional Sales,2018-01-01,ERGO,MR-85,3,0,92,76.51058260183335,127.48321440383334,-10.147207308633469,7,2,7,2
138,Traditional Sales,2018-01-01,GORENJE,RK 6201 AW,3,0,353,24.650854589749997,399.7556336450834,-0.2620428396449196,4,3,7,10
139,Traditional Sales,2018-01-01,HOTPOINT-ARIS,XH8 T1O X,3,1,338,12.416666666666666,474.6346643048333,0.06866274592936923,3,8,3,8
140,Traditional Sales,2018-01-01,ATLANT,MX 5810-72,3,0,285,86.37814625641668,246.0768365905,0.2966781584421542,4,4,7,1
141,Traditional Sales,2018-01-01,SAMSUNG,RB37J5100SA/UA,3,1,367,20.49686069466667,593.6012070752499,-0.1893388019269798,3,1,2,7
142,Traditional Sales,2018-01-01,INDESIT,IBS 16 AA (UA),3,0,278,107.19326755449998,269.46810933716665,-0.8296796368454796,4,4,7,1
143,Traditional Sales,2018-01-01,VESTFROST,CNF 201 ZW,3,1,360,71.75,421.5622515995833,0.5342398884685761,3,3,3,10
144,Traditional Sales,2018-01-01,GORENJE,NRK6191GHW,3,1,307,14.344520202,430.7728379641666,0.10228521810369455,3,8,3,8
145,Traditional Sales,2018-01-01,SIEMENS,KG36NNL30U,4,1,302,46.51666666666666,488.0204128638333,0.14899247397230542,2,5,4,7
146,Traditional Sales,2018-01-01,NORD,T 271 (W),3,0,207,43.50231694833334,196.35061404641667,-0.12865642993281623,9,2,7,3
147,Traditional Sales,2018-01-01,CANDY,CCBS 6182XH,3,0,300,20.545454545454547,311.58073940027276,0.15084065624520016,4,3,7,9
148,Traditional Sales,2018-01-01,ZANUSSI,ZRB38313XA,3,1,352,19.666666666666668,483.87688992008333,-0.022683689348499785,3,8,3,8
149,Traditional Sales,2018-01-01,SAMSUNG,RSA 1 RHMG1,3,1,520,23.397899608333333,1031.59082250675,0.3056172949943502,8,6,2,4
150,Traditional Sales,2018-01-01,INDESIT,DS 3181W (UA),3,0,310,76.4101760455,299.63048329891666,0.846409122066647,4,4,7,1
151,Traditional Sales,2018-01-01,BOSCH,KGN49XW30U,4,1,435,35.80833333333333,792.2604741636666,0.23523518722323106,2,6,4,4
152,Traditional Sales,2018-01-01,SAMSUNG,RB33J3000WW/UA,3,1,311,25.909090909181817,548.6010554500909,-0.021926648184112486,3,5,3,7
153,Traditional Sales,2018-01-01,SAMSUNG,RB31FSRNDSA,3,1,310,59.915631313166664,540.4927665230833,0.4683815433569849,3,5,3,7
154,Traditional Sales,2018-01-01,LG,GN-H702HQHZ,4,1,506,27.969242424249998,744.8825990629999,-0.3426287073972235,2,6,4,4
155,Traditional Sales,2018-01-01,BOSCH,KGN39XL35,4,1,366,60.740427294916664,626.1222537992501,0.444386907084831,2,1,4,6
156,Traditional Sales,2018-01-01,BOSCH,KGN39XW306,4,1,366,62.98333333333334,617.0984497312498,0.19874769175581627,2,1,4,6
157,Traditional Sales,2018-01-01,WHIRLPOOL,ART 9812/A+ SF,3,0,308,27.808333333333337,730.8187277545002,-0.2588188394842417,4,1,7,6
158,Traditional Sales,2018-01-01,CANDY,CCTOS 502 SH,3,0,97,56.25,172.87241935983334,-0.01929852249577288,9,2,7,2
160,Traditional Sales,2018-01-01,BOSCH,KGV36UW206,3,0,309,111.97107886541666,347.418804738,-2.814364219365183,4,4,7,1
161,Traditional Sales,2018-01-01,LIEBHERR,CN 4015,4,1,356,37.36527777775,645.5897999985833,-0.20278228521833175,2,1,4,6
162,Traditional Sales,2018-01-01,GORENJE,RK 6201 FW,3,0,352,15.083333333333334,416.34092216616676,-0.15221843326967793,4,3,7,10
163,Traditional Sales,2018-01-01,NORD,M 403,3,0,98,39.95,147.7812912745,-1.0570704602455212,9,2,7,2
164,Traditional Sales,2018-01-01,BEKO,RCSA350K21W,3,0,331,50.99122377616667,369.13292998233334,-0.15578406076074483,4,3,7,9
165,Traditional Sales,2018-01-01,BEKO,RCSA330K21W,3,0,295,36.56916666675,335.3206313614166,0.6198285886526446,4,3,7,10
167,Traditional Sales,2018-01-01,SNAIGE,RF390-1803AA,2,0,343,19.54,303.44602251109995,-0.09577934468006069,1,3,7,9
168,Traditional Sales,2018-01-01,HOTPOINT-ARIS,XH8 T2I X,4,1,338,50.13194444441667,433.8816573203333,1.169533982932652,2,3,4,10
169,Traditional Sales,2018-01-01,SAMSUNG,RS57K4000WW/UA,3,1,570,16.110486891416667,1000.5193043917501,0.0712062512962612,8,6,2,4
170,Traditional Sales,2018-01-01,CANDY,CCDS 5142 S,3,0,204,39.75,219.9080872220833,0.4361989341473258,9,2,7,3
171,Traditional Sales,2018-01-01,SAMSUNG,RT53K6340UT/WT,3,1,528,50.34815157058333,840.6843810298333,-0.8096360904825508,8,6,2,4
172,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 9452 OX,4,1,346,13.25,593.4699416844168,0.03199637470257839,2,5,4,7
173,Traditional Sales,2018-01-01,SAMSUNG,RB31FSRNDWW,3,1,310,15.285681818166667,527.7607194063334,0.03272776114484529,3,5,3,7
174,Traditional Sales,2018-01-01,LIEBHERR,T 1414,3,0,122,45.6,221.63318664250002,-0.2791693921912849,9,2,7,3
175,Traditional Sales,2018-01-01,ATLANT,XM 4026-100,3,0,373,13.933333333333332,334.732674876,-0.2441802258019499,4,3,7,9
176,Traditional Sales,2018-01-01,BEKO,CS234020,3,0,292,17.0,324.3846611771,-0.07555102715526556,4,3,7,10
177,Traditional Sales,2018-01-01,LG,GA-B499YEQZ,4,1,360,19.385833333333334,647.31261013075,-0.05754161786951802,2,1,4,6
178,Traditional Sales,2018-01-01,INDESIT,DF 4181 W,3,1,298,49.07916666658334,381.98746742808333,0.2525051490596184,3,3,3,9
179,Traditional Sales,2018-01-01,LIBERTY,HRF-230,3,0,212,24.908333333333335,191.1678597294167,-0.114245398388195,9,2,7,3
180,Traditional Sales,2018-01-01,ERGO,MRF-156,3,0,183,45.85823509041666,208.588593697,1.039277206460155,9,2,7,3
182,Traditional Sales,2018-01-01,SAMSUNG,RB41J7851SR,3,1,410,33.69916666666666,1041.8382812248333,-0.022722899952944825,8,6,2,4
183,Traditional Sales,2018-01-01,ATLANT,XM 4010-100,3,0,283,35.396538406,282.7374873715001,0.07354444311770869,4,4,7,1
184,Traditional Sales,2018-01-01,INDESIT,BIAA 18 (UA),3,0,318,22.108593359583335,268.15272198825,0.2797726979448741,4,4,7,1
186,Traditional Sales,2018-01-01,ELECTROLUX,ERF4113AOW,4,0,392,22.047169811333333,535.4748868404166,-0.0033472543290343493,4,5,5,7
187,Traditional Sales,2018-01-01,ATLANT,XM-6023 000/001,1,0,359,41.570238095166665,346.39777356483336,-0.6425475123734643,1,3,7,9
188,Traditional Sales,2018-01-01,BOSCH,KGN33NL206,3,1,279,35.58583333333333,436.85624374850005,-0.4063173098073952,3,8,3,8
189,Traditional Sales,2018-01-01,ERGO,MRF-170,3,0,230,28.541322126,247.62582881441668,0.12893773527575375,9,4,7,1
190,Traditional Sales,2018-01-01,SNAIGE,RF39SM-S10021,2,0,333,50.58810606066667,331.1603755431666,0.10677138218761285,1,3,7,9
191,Traditional Sales,2018-01-01,SAMSUNG,RB33J3200EF,3,1,328,13.910245532083332,559.4423862140834,-0.03651124588725392,3,5,3,7
192,Traditional Sales,2018-01-01,VESTFROST,CX 231 W,3,0,213,54.339999999999996,209.9810348962222,-0.5205532203163866,9,2,7,3
193,Traditional Sales,2018-01-01,ATLANT,XM 4423-100 N,3,1,288,16.736515735999998,413.1316647024167,-0.08842069467512377,3,8,3,8
194,Traditional Sales,2018-01-01,CANDY,CKDS 5122 W,3,0,152,49.833333333333336,209.38630509816664,-0.4388258021436416,9,2,7,3
195,Traditional Sales,2018-01-01,ATLANT,MX 2823-66,3,0,245,33.583333333333336,247.41818032524998,0.025893654879026187,4,4,7,1
196,Traditional Sales,2018-01-01,LIEBHERR,CTP 2921,4,0,268,25.833333333333332,320.76153934850004,-0.025225200174267118,4,3,5,9
197,Traditional Sales,2018-01-01,VESTFROST,RF 383 EB,3,1,360,18.545454545454547,473.29688502236365,0.335389658512479,3,8,3,8
198,Traditional Sales,2018-01-01,VESTFROST,RF 373 EW,3,1,324,18.454545454545453,361.38465814927275,0.10528581414933016,3,3,3,10
199,Traditional Sales,2018-01-01,SAMSUNG,RB37K63402C/UA,3,1,367,49.28910256408333,958.8495923528335,-0.16227564551509271,3,6,2,4
